user,userplays,artist,album,song,date
ilovecunnyandthughunter,8,Bladee,Spiderr,UNDERSTATEMENT,2023-07-09 15:20:35.052000+00:00
egorsosetjui,629,Bladee,The Fool,Hotel Breakfast,2023-07-09 15:20:37.280000+00:00
ilovecunnyandthughunter,9,Bladee,Spiderr,UNDERSTATEMENT,2023-07-09 15:20:49.407000+00:00
theflagisraised,68,Bladee,Red Light,Golden Boy,2023-07-09 15:20:56.201000+00:00
xavi,1,Ecco2k,Trash Island,Western Union,2023-07-09 15:20:59.298000+00:00
xavi,2,Ecco2k,Trash Island,Western Union,2023-07-09 15:20:59.369000+00:00
f7p,441,Bladee,333,Mean Girls,2023-07-09 15:18:51.275000+00:00
xavi,3,Ecco2k,Trash Island,Western Union,2023-07-09 15:21:09.137000+00:00
xavi,4,Ecco2k,Trash Island,Western Union,2023-07-09 15:21:09.232000+00:00
f7p,442,Bladee,333,Oh Well,2023-07-09 15:21:11.630000+00:00
coup6s,4,Ecco2k,Trash Island,You Lose,2023-07-09 15:21:11.806000+00:00
bloodrr,3,Bladee,Sesame Street,Sesame Street,2023-07-09 15:21:55.187000+00:00
bloodrr,4,Bladee,Sesame Street,Sesame Street,2023-07-09 15:22:04.435000+00:00
personifications,21,Yung Lean,Opium Dreams,Opium Dreams,2023-07-09 15:22:28.351000+00:00
personifications,22,Yung Lean,Opium Dreams,Opium Dreams,2023-07-09 15:22:38.262000+00:00
trajton,27,Bladee,Working on Dying,Knightsbridge,2023-07-09 15:22:55.850000+00:00
sophed,63,Bladee,Vanilla Sky,Vanilla Sky,2023-07-09 15:23:04.159000+00:00
dug_3,21,Bladee,Icedancer,SmartWater,2023-07-09 15:23:29.775000+00:00
coup6s,5,Bladee,Into Dust,Into Dust,2023-07-09 15:23:45.641000+00:00
kim_59,39,Bladee,D&G,Dumpster Baby,2023-07-09 15:25:00.557000+00:00
kim_59,40,Bladee,D&G,Dumpster Baby,2023-07-09 15:25:00.557000+00:00
coup6s,6,Thaiboy Digital,Legendary Member,Bentley,2023-07-09 15:26:02.710000+00:00
kayhmie,71,Bladee,333,Hero of My Story 3style3,2023-07-09 15:26:03.293000+00:00
coup6s,7,Bladee,Icedancer,For Nothing,2023-07-09 15:26:46.737000+00:00
whoami391,76,Bladee,Apple,Apple,2023-07-09 15:27:40.123000+00:00
coup6s,8,Varg²™,Evanescence (a Love Letter),Perfect Violation,2023-07-09 15:28:42.311000+00:00
trajton,28,Bladee,Spiderr,I AM SLOWLY BUT SURELY LOSING HOPE,2023-07-09 15:28:52.401000+00:00
sixlu,60,Bladee,Trash Star,Trash Star,2023-07-09 15:30:26.214000+00:00
sixlu,61,Bladee,Trash Star,Trash Star,2023-07-09 15:30:36.187000+00:00
f7p,443,Bladee,Good Luck,Into One,2023-07-09 15:31:10.053000+00:00
trajton,29,Bladee,Icedancer,Waster,2023-07-09 15:31:25.785000+00:00
dug_3,22,Bladee,Icedancer,SmartWater,2023-07-09 15:31:27.536000+00:00
trajton,30,Bladee,Icedancer,Waster,2023-07-09 15:31:35.436000+00:00
sixlu,62,Bladee,Trash Star,Trash Star,2023-07-09 15:31:37.990000+00:00
sixlu,63,Bladee,Trash Star,Trash Star,2023-07-09 15:31:40.175000+00:00
drousecel,7,Thaiboy Digital,Legendary Member,Bentley,2023-07-09 15:32:11.873000+00:00
drousecel,8,Thaiboy Digital,Legendary Member,Bentley,2023-07-09 15:32:21.797000+00:00
kayhmie,72,Bladee,333,Mean Girls,2023-07-09 15:32:31.752000+00:00
trajton,31,Bladee,Icedancer,Waster,2023-07-09 15:31:35.436000+00:00
kayhmie,73,Bladee,333,Mean Girls,2023-07-09 15:32:41.585000+00:00
trajton,32,Bladee,Icedancer,Waster,2023-07-09 15:31:35.436000+00:00
sixlu,64,Bladee,Red Light,For You,2023-07-09 15:32:52.688000+00:00
trajton,33,Bladee,Icedancer,Waster,2023-07-09 15:31:35.436000+00:00
sixlu,65,Bladee,Red Light,I'm Goofy,2023-07-09 15:32:59.573000+00:00
trajton,34,Bladee,Icedancer,Waster,2023-07-09 15:31:35.436000+00:00
czichedel,88,Bladee,The Fool,egobaby,2023-07-09 15:33:12.134000+00:00
sixlu,66,Bladee,Icedancer,Cartier'god Icedancer (Intermission),2023-07-09 15:33:21.398000+00:00
sixlu,67,Bladee,Icedancer,Side by Side,2023-07-09 15:33:22.441000+00:00
p4aoo,152,Bladee,Red Light,I'm Goofy,2023-07-09 15:34:04.120000+00:00
p4aoo,153,Bladee,Red Light,I'm Goofy,2023-07-09 15:34:13.797000+00:00
f7p,444,Bladee,Good Luck,Grace,2023-07-09 15:34:18.577000+00:00
sixlu,68,Bladee,Icedancer,Side by Side,2023-07-09 15:33:22.441000+00:00
sixlu,69,Bladee,Icedancer,Side by Side,2023-07-09 15:34:22.434000+00:00
xpyu,196,Bladee,Working on Dying,Redlight Moments,2023-07-09 15:34:25.936000+00:00
sixlu,70,Bladee,Icedancer,Side by Side,2023-07-09 15:33:22.441000+00:00
drousecel,9,Thaiboy Digital,Legendary Member,Bentley,2023-07-09 15:34:31.962000+00:00
czichedel,89,Bladee,The Fool,egobaby,2023-07-09 15:34:41.314000+00:00
egorsosetjui,630,Bladee,Trash Island,Victim,2023-07-09 15:34:58.540000+00:00
xpyu,197,Bladee,Working on Dying,Lordship,2023-07-09 15:34:58.598000+00:00
kayhmie,74,Bladee,Into Dust,Into Dust,2023-07-09 15:34:58.883000+00:00
sixlu,71,Bladee,Icedancer,Topman,2023-07-09 15:35:37.986000+00:00
czichedel,90,Bladee,Crest,The Flag is Raised,2023-07-09 15:35:39.514000+00:00
trajton,35,Skrillex,Don’t Get Too Close,Ceremony,2023-07-09 15:36:02.524000+00:00
onedayillbeokay,283,Skrillex,Don’t Get Too Close,Real Spring,2023-07-09 15:36:16.202000+00:00
f7p,445,Bladee,Good Luck,You,2023-07-09 15:36:19.173000+00:00
sixlu,72,Bladee,Icedancer,Topman,2023-07-09 15:35:37.986000+00:00
silvimiau,1,Bladee,Plastic Surgery,Doorman,2023-07-09 15:36:22.685000+00:00
silvimiau,2,Bladee,Spiderr,HAHAH,2023-07-09 15:36:36.855000+00:00
silvimiau,3,Bladee,Spiderr,HAHAH,2023-07-09 15:36:49.813000+00:00
silvimiau,4,Bladee,Spiderr,HAHAH,2023-07-09 15:36:52.358000+00:00
silvimiau,5,Bladee,Spiderr,HAHAH,2023-07-09 15:36:52.358000+00:00
silvimiau,6,Bladee,Spiderr,HAHAH,2023-07-09 15:36:56.210000+00:00
bloodrr,5,Bladee,Sesame Street,Sesame Street,2023-07-09 15:37:01.034000+00:00
silvimiau,7,Bladee,Spiderr,HAHAH,2023-07-09 15:37:09.799000+00:00
silvimiau,8,Bladee,Spiderr,HAHAH,2023-07-09 15:37:10.978000+00:00
bloodrr,6,Bladee,333,Hero of My Story 3style3,2023-07-09 15:37:15.730000+00:00
egorsosetjui,631,Ecco2k,Amygdala,Amygdala,2023-07-09 15:37:23.574000+00:00
silvimiau,9,Bladee,Spiderr,HAHAH,2023-07-09 15:37:24.893000+00:00
onedayillbeokay,284,Skrillex,Don’t Get Too Close,Real Spring,2023-07-09 15:37:32.702000+00:00
deathdynamicshroud,6,Bladee,Crest,White Meadow,2023-07-09 15:37:42.917000+00:00
.alexhaha,7,Thaiboy Digital,Back 2 Life,The Kingdom,2023-07-09 15:37:45.251000+00:00
deathdynamicshroud,7,Bladee,Crest,White Meadow,2023-07-09 15:37:47.610000+00:00
.alexhaha,8,Thaiboy Digital,Back 2 Life,The Kingdom,2023-07-09 15:37:54.952000+00:00
sixlu,73,Varg²™,SHINIE,SHINIE,2023-07-09 15:38:10.542000+00:00
bloodrr,7,Bladee,Red Velvet,Red Velvet,2023-07-09 15:38:11.702000+00:00
f7p,446,Bladee,Good Luck,Intro,2023-07-09 15:38:15.285000+00:00
sixlu,74,Ecco2k,Amygdala,Amygdala,2023-07-09 15:38:17.858000+00:00
onedayillbeokay,285,Bladee,Red Light,1D,2023-07-09 15:38:33.694000+00:00
billyboy__,3,Pentagrvm,Pentagrvm: Greatest Hits 2011-2018,7 Roses,2023-07-09 15:38:44.663000+00:00
deathdynamicshroud,8,Thaiboy Digital,Back 2 Life,The Kingdom,2023-07-09 15:38:47.606000+00:00
onedayillbeokay,286,Rahn Rahn $plash,Bussin',Bussin',2023-07-09 15:39:07.518000+00:00
bloodrr,8,Thaiboy Digital,Trash Island,30th Floor,2023-07-09 15:39:12.982000+00:00
trajton,36,Bladee,Red Light,Decay,2023-07-09 15:39:14.709000+00:00
onedayillbeokay,287,Rahn Rahn $plash,Bussin',Bussin',2023-07-09 15:39:18.782000+00:00
onedayillbeokay,288,Rahn Rahn $plash,Bussin',Bussin',2023-07-09 15:39:21.777000+00:00
billyboy__,4,Pentagrvm,Pentagrvm: Greatest Hits 2011-2018,7 Roses,2023-07-09 15:39:24.031000+00:00
trajton,37,Bladee,Red Light,Decay,2023-07-09 15:39:24.448000+00:00
onedayillbeokay,289,Rahn Rahn $plash,Bussin',Bussin',2023-07-09 15:39:45.318000+00:00
onedayillbeokay,290,Rahn Rahn $plash,Bussin',Bussin',2023-07-09 15:39:45.318000+00:00
onedayillbeokay,291,Rahn Rahn $plash,Bussin',Bussin',2023-07-09 15:39:47.228000+00:00
onedayillbeokay,292,Rahn Rahn $plash,Bussin',Bussin',2023-07-09 15:40:00.403000+00:00
egorsosetjui,632,Ecco2k,Amygdala,Amygdala,2023-07-09 15:40:10.415000+00:00
onedayillbeokay,293,Rahn Rahn $plash,Bussin',Bussin',2023-07-09 15:39:45.309000+00:00
sixlu,75,Ecco2k,Amygdala,Amygdala,2023-07-09 15:40:28.591000+00:00
egorsosetjui,633,Thaiboy Digital,Trash Island,Waterfall,2023-07-09 15:41:22.359000+00:00
trashgeek,12,Bladee,The Fool,BBY,2023-07-09 15:42:19.537000+00:00
dug_3,23,Yung Lean,Warlord (Deluxe),Pearl Fountain,2023-07-09 15:42:21.543000+00:00
dug_3,24,Yung Lean,Warlord (Deluxe),Pearl Fountain,2023-07-09 15:42:21.543000+00:00
bloodrr,9,Bladee,Into Dust,Into Dust,2023-07-09 15:42:29.130000+00:00
sixlu,76,Ecco2k,Amygdala,Amygdala,2023-07-09 15:42:39.115000+00:00
cxvcx,1,Thaiboy Digital,Legendary Member,Legendary Member,2023-07-09 15:42:45.420000+00:00
trashgeek,13,Bladee,The Fool,BBY,2023-07-09 15:42:19.537000+00:00
dug_3,25,Yung Lean,Warlord (Deluxe),Pearl Fountain,2023-07-09 15:43:39.047000+00:00
egorsosetjui,634,Bladee,Red Light,Decay,2023-07-09 15:44:22.278000+00:00
egorsosetjui,635,Bladee,Red Light,Decay,2023-07-09 15:44:30.002000+00:00
sixlu,77,Ecco2k,Amygdala,Amygdala,2023-07-09 15:45:07.167000+00:00
whoami391,77,Bladee,Vanilla Sky,Birdbath,2023-07-09 15:45:20.153000+00:00
drousecel,10,Bladee,Vanilla Sky,Birdbath,2023-07-09 15:46:06.698000+00:00
drousecel,11,Bladee,Gluee,Shadowface,2023-07-09 15:46:16.610000+00:00
yuzikita,11,Bladee,Icedancer,Be Nice 2 Me,2023-07-09 15:46:38.712000+00:00
drousecel,12,Bladee,Gluee,Unreal,2023-07-09 15:46:39.025000+00:00
autxmngd,9,Bladee,Eversince,Bloodveil / Stillborn,2023-07-09 15:47:14.954000+00:00
autxmngd,10,Bladee,Eversince,Bloodveil / Stillborn,2023-07-09 15:47:15.299000+00:00
autxmngd,11,Bladee,Icedancer,Frosty the Snowman,2023-07-09 15:47:16.529000+00:00
autxmngd,12,Bladee,Icedancer,Frosty the Snowman,2023-07-09 15:47:16.529000+00:00
sixlu,78,Ecco2k,Amygdala,Amygdala,2023-07-09 15:47:17.664000+00:00
egorsosetjui,636,Bladee,Working on Dying,Lordship,2023-07-09 15:47:45.263000+00:00
drousecel,13,Bladee,Gluee,Unreal,2023-07-09 15:46:39.025000+00:00
drousecel,14,Bladee,Gluee,Unreal,2023-07-09 15:47:47.637000+00:00
autxmngd,13,Bladee,Vanilla Sky,Vanilla Sky,2023-07-09 15:48:12.459000+00:00
egorsosetjui,637,Bladee,Working on Dying,Lordship,2023-07-09 15:48:54.279000+00:00
egorsosetjui,638,Bladee,Eversince,Lovenote,2023-07-09 15:48:59.945000+00:00
egorsosetjui,639,Bladee,Eversince,Lovenote,2023-07-09 15:49:02.996000+00:00
sixlu,79,Ecco2k,Amygdala,Amygdala,2023-07-09 15:49:28.208000+00:00
sixlu,80,Ecco2k,Amygdala,Amygdala,2023-07-09 15:49:38.311000+00:00
czichedel,91,Yung Lean,Stardust,SummerTime Blood,2023-07-09 15:49:42.443000+00:00
egorsosetjui,640,Bladee,Sunset in Silver City,I.E.E.,2023-07-09 15:50:14.772000+00:00
egorsosetjui,641,Bladee,Sunset in Silver City,I.E.E.,2023-07-09 15:50:27.565000+00:00
egorsosetjui,642,Bladee,Sunset in Silver City,I.E.E.,2023-07-09 15:50:32.138000+00:00
Felina,3,Sickboyrari,Famous,Famous,2023-07-09 15:53:30.613000+00:00
egorsosetjui,643,Bladee,Vanilla Sky,Vanilla Sky,2023-07-09 15:53:46.712000+00:00
izayatijistan,40,Bladee,Icedancer,Close,2023-07-09 15:53:48.315000+00:00
islatw,35,Bladee,The Fool,I Think...,2023-07-09 15:54:37.525000+00:00
egorsosetjui,644,Bladee,EXETER,OPEN SYMBOLS (PLAY) BE IN YOUR MIND,2023-07-09 15:55:47.852000+00:00
izayatijistan,41,Bladee,Red Light,Puppet Master,2023-07-09 15:56:48.111000+00:00
egorsosetjui,645,Bladee,EXETER,EVERY MOMENT SPECIAL,2023-07-09 15:57:48.526000+00:00
rekt1616,8,Bladee,Icedancer,Side by Side,2023-07-09 15:58:25.784000+00:00
drousecel,15,Bladee,D&G,Scarecrows,2023-07-09 15:58:28.194000+00:00
drousecel,16,Bladee,D&G,Scarecrows,2023-07-09 15:58:37.821000+00:00
drousecel,17,Bladee,D&G,Scarecrows,2023-07-09 15:58:37.821000+00:00
izayatijistan,42,Bladee,Red Light,Golden Boy,2023-07-09 15:59:22.089000+00:00
deathdynamicshroud,9,Bladee,Trash Island,Victim,2023-07-09 15:59:38.603000+00:00
deathdynamicshroud,10,Bladee,Trash Island,Victim,2023-07-09 15:59:43.797000+00:00
sixlu,81,Bladee,rip bladee,Butterfly,2023-07-09 15:59:44.537000+00:00
egorsosetjui,646,Bladee,EXETER,DNA RAIN,2023-07-09 15:59:51.582000+00:00
erska69,23,Bladee,Red Light,For You,2023-07-09 16:00:27.897000+00:00
egorsosetjui,647,Thaiboy Digital,Legendary Member,Legendary Member,2023-07-09 16:01:31.637000+00:00
sixlu,82,Thaiboy Digital,Legendary Member,Legendary Member,2023-07-09 16:02:53.320000+00:00
_trashstar_,68,Thaiboy Digital,Back 2 Life,The Kingdom,2023-07-09 16:03:19.599000+00:00
dance12war,9,Ecco2k,Trash Island,Western Union,2023-07-09 16:03:45.987000+00:00
dance12war,10,Ecco2k,Trash Island,Western Union,2023-07-09 16:03:47.578000+00:00
izayatijistan,43,Bladee,Eversince,Romeo,2023-07-09 16:03:48.628000+00:00
_trashstar_,69,Bladee,333,Don't Worry,2023-07-09 16:05:25.136000+00:00
egorsosetjui,648,Thaiboy Digital,Legendary Member,Bentley,2023-07-09 16:05:33.548000+00:00
izayatijistan,44,Bladee,Eversince,Romeo,2023-07-09 16:06:04.916000+00:00
umejr,1,Bladee,Working on Dying,Knightsbridge,2023-07-09 16:06:11.719000+00:00
Felina,4,Bladee,Icedancer,SmartWater,2023-07-09 16:06:25.053000+00:00
izayatijistan,45,Bladee,Eversince,Lovenote,2023-07-09 16:06:31.255000+00:00
1oonayyxy,30,Skrillex,Don’t Get Too Close,Ceremony,2023-07-09 16:07:34.390000+00:00
1oonayyxy,31,Skrillex,Don’t Get Too Close,Ceremony,2023-07-09 16:07:44.294000+00:00
iamiee,45,Bladee,Icedancer,Inside Out,2023-07-09 16:08:32.680000+00:00
cari_d9,31,Bladee,Crest,5 Star Crest (4 Vattenrum),2023-07-09 16:08:34+00:00
dance12war,11,Bladee,Crest,The Flag is Raised,2023-07-09 16:08:35.157000+00:00
coup6s,9,Ecco2k,Trash Island,Western Union,2023-07-09 16:08:36.192000+00:00
Felina,5,Ecco2k,Amygdala,Amygdala,2023-07-09 16:08:55.928000+00:00
dance12war,12,Bladee,Crest,The Flag is Raised,2023-07-09 16:09:02.655000+00:00
izayatijistan,46,Bladee,Eversince,Xd Out,2023-07-09 16:09:59.722000+00:00
coup6s,10,Ecco2k,Trash Island,Western Union,2023-07-09 16:10:31.416000+00:00
coup6s,11,Bladee,Red Light,Obedient,2023-07-09 16:10:37.110000+00:00
coup6s,12,Bladee,Red Light,Obedient,2023-07-09 16:10:49.516000+00:00
coup6s,13,Bladee,Red Light,Obedient,2023-07-09 16:11:53.974000+00:00
skieman*,81,Bladee,Trash Island,The Void,2023-07-09 16:12:08.829000+00:00
izayatijistan,47,Bladee,Eversince,So What,2023-07-09 16:13:14.228000+00:00
Felina,6,Thaiboy Digital,Legendary Member,Bentley,2023-07-09 16:13:51.772000+00:00
Felina,7,Thaiboy Digital,Legendary Member,Bentley,2023-07-09 16:14:01.694000+00:00
drousecel,18,Yung Lean,Unknown Death 2002,Nitevision,2023-07-09 16:14:56.367000+00:00
__niko,61,Bladee,333,Noblest Strive,2023-07-09 16:15:23.754000+00:00
wasted9443,10,Ecco2k,Trash Island,Western Union,2023-07-09 16:15:47.492000+00:00
__niko,62,Bladee,333,Noblest Strive,2023-07-09 16:15:59.936000+00:00
__niko,63,Bladee,333,Noblest Strive,2023-07-09 16:16:03.141000+00:00
__niko,64,Bladee,Red Light,Hex,2023-07-09 16:16:05.430000+00:00
__niko,65,Bladee,333,Noblest Strive,2023-07-09 16:16:10.592000+00:00
_trashstar_,70,Bladee,Icedancer,Mallwhore Freeestyle,2023-07-09 16:17:03.004000+00:00
__niko,66,Bladee,Eversince,Sugar,2023-07-09 16:17:58.010000+00:00
__niko,67,Thaiboy Digital,Trash Island,Waterfall,2023-07-09 16:17:58.640000+00:00
__niko,68,Bladee,EXETER,MIRROR (HYMN) - INTRO,2023-07-09 16:18:01.578000+00:00
_trashstar_,71,Bladee,Eversince,Who Goes There,2023-07-09 16:19:02.975000+00:00
_trashstar_,72,Bladee,Eversince,Who Goes There,2023-07-09 16:19:13.298000+00:00
__niko,69,Bladee,Red Light,Obedient,2023-07-09 16:19:39.195000+00:00
Felina,8,Bladee,Gluee,Unreal,2023-07-09 16:21:35.406000+00:00
islatw,36,Bladee,EXETER,WONDERLAND,2023-07-09 16:25:11.452000+00:00
drousecel,19,Cartier God,Let Me Go,Let Me Go,2023-07-09 16:25:27.403000+00:00
a_theo,7,Bladee,Eversince,Lovenote,2023-07-09 16:25:35.039000+00:00
a_theo,8,Bladee,Eversince,Sugar,2023-07-09 16:25:35.240000+00:00
deathdynamicshroud,11,Bladee,Icedancer,Special Place,2023-07-09 16:26:41.139000+00:00
islatw,37,Bladee,EXETER,DNA RAIN,2023-07-09 16:26:42.018000+00:00
egorsosetjui,649,Bladee,D&G,Botox Lips,2023-07-09 16:28:30.255000+00:00
egorsosetjui,650,Bladee,D&G,Stalker,2023-07-09 16:28:40.163000+00:00
egorsosetjui,651,Bladee,D&G,Stalker,2023-07-09 16:28:42.584000+00:00
autxmngd,14,Bladee,Eversince,So What,2023-07-09 16:29:23.089000+00:00
autxmngd,15,Bladee,Eversince,So What,2023-07-09 16:29:23.560000+00:00
umnesia,14,Ecco2k,Trash Island,Western Union,2023-07-09 16:30:24.072000+00:00
cari_d9,32,Ecco2k,Amygdala,Amygdala,2023-07-09 16:30:35.047000+00:00
cari_d9,33,Ecco2k,Amygdala,Amygdala,2023-07-09 16:30:43.280000+00:00
cari_d9,34,Bladee,Crest,Heaven Sings,2023-07-09 16:31:15.940000+00:00
cari_d9,35,Bladee,Crest,Heaven Sings,2023-07-09 16:31:36.805000+00:00
sophed,64,Bladee,Icedancer,Special Place,2023-07-09 16:32:48.916000+00:00
sophed,65,Bladee,Icedancer,Special Place,2023-07-09 16:32:58.898000+00:00
pscili,1,Bladee,Red Light,Hex,2023-07-09 16:34:00.965000+00:00
sophed,66,CHXPO,Emo Savage 2,Do You Love Me (feat. Bladee),2023-07-09 16:34:52.129000+00:00
sophed,67,CHXPO,Emo Savage 2,Do You Love Me (feat. Bladee),2023-07-09 16:35:02.093000+00:00
dhhswe,10,Bladee,Spiderr,HAHAH,2023-07-09 16:35:07.019000+00:00
jalle5184,16,Bladee,333,Reality Surf,2023-07-09 16:35:39.245000+00:00
jalle5184,17,Bladee,333,Reality Surf,2023-07-09 16:35:49.127000+00:00
dhhswe,11,Bladee,Spiderr,HAHAH,2023-07-09 16:37:00.265000+00:00
Felina,9,Bladee,Working on Dying,Best Buy,2023-07-09 16:37:17.547000+00:00
miroxion,104,Bladee,333,Hero of My Story 3style3,2023-07-09 16:38:01.716000+00:00
miroxion,105,Bladee,333,Hero of My Story 3style3,2023-07-09 16:38:01.716000+00:00
miroxion,106,Bladee,333,Hero of My Story 3style3,2023-07-09 16:38:13.395000+00:00
wasted9443,11,Bladee,D&G,First Crush,2023-07-09 16:38:41.510000+00:00
Felina,10,Ecco2k,Trash Island,Western Union,2023-07-09 16:39:14.372000+00:00
rekt1616,9,Bladee,The Fool,egobaby,2023-07-09 16:40:54.612000+00:00
jalle5184,18,Bladee,Red Light,Obedient,2023-07-09 16:41:39.207000+00:00
ljxi,7,Bladee,Sunset in Silver City,Smile,2023-07-09 16:41:41.090000+00:00
erska69,24,Bladee,Gotham City,Gotham City,2023-07-09 16:41:51.541000+00:00
dhhswe,12,Bladee,Crest,The Flag is Raised,2023-07-09 16:41:53.202000+00:00
egorsosetjui,652,Bladee,D&G,Stalker,2023-07-09 16:43:02.583000+00:00
alifobic,10,Bladee,D&G,Cinderella,2023-07-09 16:43:29.681000+00:00
mymagicisstrong,129,Bladee,Plastic Surgery,Plastic Surgery,2023-07-09 16:43:31.680000+00:00
mymagicisstrong,130,Bladee,Plastic Surgery,Plastic Surgery,2023-07-09 16:43:34.067000+00:00
alifobic,11,Bladee,D&G,Cinderella,2023-07-09 16:43:39.405000+00:00
mymagicisstrong,131,Bladee,Plastic Surgery,Plastic Surgery,2023-07-09 16:43:50.412000+00:00
yuzikita,12,Skrillex,Don’t Get Too Close,Real Spring,2023-07-09 16:44:05.350000+00:00
erska69,25,Thaiboy Digital,Back 2 Life,All the Way,2023-07-09 16:44:46.533000+00:00
erska69,26,Thaiboy Digital,Back 2 Life,All the Way,2023-07-09 16:44:56.302000+00:00
syqicism,16,Bladee,AvP,Painkillers,2023-07-09 16:45:04.373000+00:00
Felina,11,Thaiboy Digital,Legendary Member,Legendary Member,2023-07-09 16:45:13.200000+00:00
mymagicisstrong,132,Bladee,Plastic Surgery,Plastic Surgery,2023-07-09 16:45:22.010000+00:00
miroxion,107,Bladee,Sesame Street,Sesame Street,2023-07-09 16:45:46.992000+00:00
kayhmie,75,Ecco2k,Amygdala,Amygdala,2023-07-09 16:47:05.191000+00:00
kayhmie,76,Ecco2k,Amygdala,Amygdala,2023-07-09 16:47:14.921000+00:00
7esus,9,Bladee,Working on Dying,Knightsbridge,2023-07-09 16:47:26.686000+00:00
mymagicisstrong,133,Bladee,Red Light,Obedient,2023-07-09 16:47:28.872000+00:00
Felina,12,Yung Lean,Warlord (Deluxe),Pearl Fountain,2023-07-09 16:47:48.872000+00:00
Felina,13,Yung Lean,Warlord (Deluxe),Pearl Fountain,2023-07-09 16:47:58.559000+00:00
kayhmie,77,Ecco2k,Amygdala,Amygdala,2023-07-09 16:48:41.206000+00:00
miroxion,108,Bladee,Good Luck (Deluxe),Rainbow,2023-07-09 16:48:48.384000+00:00
moncler,68,Bladee,Eversince,Xd Out,2023-07-09 16:49:02.143000+00:00
moncler,69,Bladee,Eversince,Xd Out,2023-07-09 16:49:12.009000+00:00
7esus,10,Bladee,Working on Dying,Knightsbridge,2023-07-09 16:49:18.640000+00:00
_trashstar_,73,Bladee,Eversince,Who Goes There,2023-07-09 16:51:28.030000+00:00
Felina,14,Bladee,Icedancer,Jaws,2023-07-09 16:54:25.834000+00:00
mjovana,31,Bladee,Good Luck (Deluxe),Intro,2023-07-09 16:54:35.321000+00:00
mjovana,32,Bladee,Good Luck (Deluxe),Intro,2023-07-09 16:54:44.975000+00:00
erska69,27,Bladee,Crest,The Flag is Raised,2023-07-09 16:55:03.379000+00:00
erska69,28,Bladee,Crest,The Flag is Raised,2023-07-09 16:55:13.253000+00:00
biblical_bj,459,Bladee,D&G,Cinderella,2023-07-09 16:56:25.423000+00:00
biblical_bj,460,Bladee,D&G,Cinderella,2023-07-09 16:56:28.593000+00:00
miroxion,109,Bladee,Working on Dying,Under Your Spell,2023-07-09 16:57:13.934000+00:00
zeyas4422,1,Ecco2k,Amygdala,Amygdala,2023-07-09 16:58:02.921000+00:00
_trashstar_,74,Bladee,Eversince,Who Goes There,2023-07-09 16:58:12.116000+00:00
sophed,68,CHXPO,Emo Savage 2,Do You Love Me (feat. Bladee),2023-07-09 16:58:20.344000+00:00
sophed,69,CHXPO,Emo Savage 2,Do You Love Me (feat. Bladee),2023-07-09 16:58:22.235000+00:00
kayhmie,78,Ecco2k,Trash Island,Western Union,2023-07-09 16:59:31.202000+00:00
kayhmie,79,Ecco2k,Trash Island,Western Union,2023-07-09 16:59:31.202000+00:00
kayhmie,80,Ecco2k,Trash Island,Western Union,2023-07-09 16:59:42.529000+00:00
czichedel,92,Yung Lean,Stardust,SummerTime Blood,2023-07-09 17:00:02.141000+00:00
moncler,70,Woesum,Blue Summer,Nothing Matters,2023-07-09 17:00:53.579000+00:00
moncler,71,Woesum,Blue Summer,Nothing Matters,2023-07-09 17:01:03.786000+00:00
moncler,72,Woesum,Blue Summer,Nothing Matters,2023-07-09 17:01:03.786000+00:00
czichedel,93,Yung Lean,Stardust,SummerTime Blood,2023-07-09 17:02:31.880000+00:00
czichedel,94,Bladee,Red Velvet,Red Velvet,2023-07-09 17:03:04.426000+00:00
moncler,73,Yung Lean,Warlord (Deluxe),Pearl Fountain,2023-07-09 17:03:13.097000+00:00
moncler,74,Yung Lean,Warlord (Deluxe),Pearl Fountain,2023-07-09 17:03:23.206000+00:00
vintagelsdcompilation,3,Bladee,Icedancer,Inside Out,2023-07-09 17:04:59.165000+00:00
czichedel,95,Bladee,Red Velvet,Red Velvet,2023-07-09 17:05:03.856000+00:00
czichedel,96,Bladee,Red Velvet,Red Velvet,2023-07-09 17:05:38.745000+00:00
moncler,75,Yung Lean,Warlord (Deluxe),Pearl Fountain,2023-07-09 17:03:23.206000+00:00
erska69,29,Bladee,Plastic Surgery,Plastic Surgery,2023-07-09 17:06:22.754000+00:00
moncler,76,Bladee,Icedancer,Special Place,2023-07-09 17:06:27.263000+00:00
xpyu,198,Bladee,Working on Dying,Redlight Moments,2023-07-09 17:06:44.682000+00:00
itwontflush.,102,Woesum,Blue Summer,Exceler,2023-07-09 17:07:43.678000+00:00
kayhmie,81,Bladee,Icedancer,Mallwhore Freeestyle,2023-07-09 17:07:47.428000+00:00
Felina,15,Yung Lean,Stardust,SummerTime Blood,2023-07-09 17:07:52.501000+00:00
itwontflush.,103,Bladee,Red Light,Puppet Master,2023-07-09 17:07:55.897000+00:00
erska69,30,Bladee,Plastic Surgery,Plastic Surgery,2023-07-09 17:07:56.700000+00:00
kayhmie,82,Bladee,Icedancer,Mallwhore Freeestyle,2023-07-09 17:07:57.430000+00:00
itwontflush.,104,Bladee,Red Light,Puppet Master,2023-07-09 17:07:57.568000+00:00
pscili,2,Skrillex,Real Spring,Real Spring,2023-07-09 17:08:04.435000+00:00
